contMencion,contPalabrasConArrDentro,contCaracterEspecial,contSignosPuntucion,contCaracMayusculas,contLetrasRepetidas,contParentesis,contEmojis,contOnomatopeyas,contInterjecciones,contInterpelaciones,contDiminutivos,contAumentativos,contPeroyativos,contSuperlativos,conDeterminantes,contIndeterminados,contDemostrativos,contPronombres1eraPersona,contPronombres2onaPersona,contVerbosSerEstarParecer,contVerbosEnPrimeraPersona,contVerbosEnSegundaPersona,contVerbosIndicativos,contVerbosSubjuntivos,contVerbosPresente,contVerbosImperativo,contVerbosPreterito,contVerbosFuturo,contVerbosCondicional,contVerbosParticipio,contVerbosGerundio,contAdverbiosCantidad,contAdverbiosNegacion,contAdverbiosDuda,contAdjetivosCantidad,insultos,likes,retweets,diaSetmana,hora,seguidors,seguits,violento,KMeans_Clusters
0,0,23,31,11.027,7,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,79203,15237,348,0,2
0,0,22,30,8.989,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,77412,15237,348,0,2
0,0,23,32,11.567,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,75640,15237,348,0,2
0,0,22,31,18.284,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,4,0,0,5,75625,15237,348,0,2
0,0,24,33,9.489,5,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,73803,15237,348,0,2
0,0,21,29,10.566,6,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5,72024,15237,348,0,2
0,0,21,30,10.332,6,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,68428,15237,348,0,2
0,0,23,31,9.665,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5,54006,15237,348,0,2
1,0,4,9,10.714,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,3,1,5,50416,570003,2164,0,2
0,0,7,13,4.42,5,1,0,0,2,2,1,1,0,0,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,34,5,5,46113,6273,884,0,2
0,0,1,3,6.818,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,43477,167,270,0,1
0,0,21,33,11.111,8,1,0,0,4,1,0,1,1,0,1,0,0,0,0,0,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,5,0,0,5,43217,15237,348,0,2
0,0,1,8,3.378,2,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,1,0,0,5,38727,463,530,0,2
7,0,11,27,16.288,7,0,2,1,3,2,0,1,0,0,0,0,0,0,0,0,2,1,3,2,3,2,1,0,0,0,1,0,0,0,0,1,1,0,5,38690,7677,5755,0,2
0,0,19,26,25.66,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,3,1,3,2,3,2,2,1,0,1,0,0,0,0,0,6,0,0,5,37153,15237,348,0,2
0,0,6,18,20.779,7,0,0,1,3,3,0,3,0,0,1,1,0,0,0,2,5,2,5,2,5,2,4,0,0,1,2,0,0,0,0,1,204,41,5,36570,20111,275,0,0
0,0,20,31,8.779,7,1,0,0,3,1,0,2,1,0,1,0,0,0,0,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,5,0,0,5,36006,15237,348,0,2
0,0,5,7,8.264,2,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,75,10,5,32400,69303,239,0,1
0,0,19,26,7.865,4,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,28807,15237,348,0,1
0,0,4,6,8.889,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,51,10,5,7200,69303,239,0,1
0,0,1,3,10.526,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6880,489,1656,0,1
1,0,4,7,12.048,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,1,2,0,0,1,0,0,0,0,0,2,182,24,5,6371,69303,239,0,1
0,0,4,6,8.434,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,152,29,5,5996,69303,239,0,1
0,0,1,8,2.0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5976,68,188,0,1
0,0,1,1,3.333,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,5,5963,1215,381,0,1
1,0,1,7,2.358,4,0,0,1,4,7,0,1,0,0,2,2,0,0,0,6,6,9,11,10,11,6,3,0,1,1,0,1,0,0,0,3,4,0,5,5920,2011,1676,0,0
0,0,1,3,4.762,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5907,482,543,0,1
1,0,4,9,10.753,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,5,5905,570003,2164,0,1
2,0,4,9,11.111,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,2,1,1,1,0,0,1,0,0,0,0,1,3,0,5,5846,7677,5755,0,1
0,0,7,14,16.529,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,5751,18301,629,0,1
0,0,1,3,7.143,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,5,5724,2262,698,0,1
0,0,4,16,2.692,2,0,0,3,4,4,0,1,0,0,5,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,978,107,5,5710,69303,239,0,1
0,0,1,1,0.0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5689,68,188,0,1
0,0,4,6,6.542,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,3,0,4,1,4,1,4,0,0,1,2,0,0,0,0,0,8,0,5,5636,114,29,0,1
0,0,4,7,21.978,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,5,5617,7677,5755,0,1
0,0,1,2,8.955,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,5,5591,270,585,0,1
0,0,4,6,40.741,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5588,2262,698,0,1
0,0,4,9,11.966,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5575,5726,632,0,1
0,0,1,1,8.333,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,5,0,5,5562,0,0,0,1
0,0,1,1,48.387,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5550,2573,2304,0,1
0,0,1,1,1.075,9,0,8,0,1,1,0,1,0,0,1,0,0,0,0,2,2,1,3,2,3,2,3,0,0,1,0,0,0,0,0,0,3,1,5,5545,1738,1303,0,1
0,0,1,15,29.73,11,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,1,5,5540,3409,3055,0,1
0,0,4,6,19.417,2,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,5,5532,7677,5755,0,1
0,0,1,1,0.0,1,0,0,1,2,1,0,1,0,0,2,0,0,0,0,1,4,3,5,3,5,2,4,0,0,2,0,0,1,0,0,2,0,0,5,5529,481,296,0,1
0,0,7,13,27.027,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,19,5,5525,18301,629,0,1
0,0,1,1,8.571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5524,1139,559,0,1
0,0,1,1,6.349,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5520,0,0,0,1
0,0,1,6,3.797,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5,5520,1215,381,0,1
0,0,1,1,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5514,1139,559,0,1
0,0,1,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5510,63,119,0,1
0,0,1,2,5.556,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,2,1,2,1,2,0,0,1,0,0,0,0,0,1,2,0,5,5505,1516,1048,0,1
0,0,1,3,8.511,10,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,2,3,2,3,2,3,0,0,1,0,0,0,0,0,0,1,0,5,5504,1547,165,0,1
0,0,1,8,6.122,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5497,4306,1002,0,1
0,0,1,11,5.97,12,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,5,5497,0,0,0,1
0,0,4,8,8.092,4,0,0,0,1,2,0,1,0,0,5,0,0,0,0,1,2,3,3,3,3,2,1,0,0,1,0,0,0,0,0,1,189,39,5,5473,5726,632,0,1
0,0,1,4,9.434,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5426,2262,698,0,1
0,0,7,14,12.214,7,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,21,5,5422,69303,239,0,1
0,0,4,10,12.245,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5391,2254,407,0,1
0,0,1,2,4.938,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,0,1,5,5364,1516,1048,1,1
0,0,4,6,8.75,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5356,7677,5755,0,1
0,0,4,6,23.256,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5337,2262,698,0,1
0,0,1,1,38.806,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,1,2,1,1,0,0,0,1,0,0,0,0,0,3,0,5,5336,361,114,0,1
0,0,1,1,8.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,21,3,5,5294,1215,381,0,1
0,0,1,6,5.195,3,0,0,2,3,3,0,2,0,0,1,0,0,0,0,0,2,1,2,1,2,1,2,1,0,0,0,1,0,0,0,0,4,0,5,5286,0,0,0,1
0,0,4,15,5.603,4,0,1,3,4,4,1,2,0,0,2,3,1,0,0,2,3,3,6,3,6,0,5,0,0,2,1,1,0,0,0,2,98,10,5,5263,7677,5755,0,0
0,0,4,6,12.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,5,5258,2262,698,0,1
2,1,7,17,6.494,4,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,2,175,23,5,5246,69303,239,0,1
0,0,1,1,6.818,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,5,5230,64,37,0,1
0,0,1,4,4.478,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,4,5,4,5,1,2,0,0,0,0,0,3,0,0,1,7,0,5,5230,1215,381,0,1
0,0,1,1,13.793,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5227,1314,385,0,1
0,0,4,9,16.176,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,0,0,0,0,1,0,0,1,6,0,5,5199,2262,698,0,1
2,0,7,13,10.084,6,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,2,223,33,5,5152,69303,239,0,1
0,0,1,1,8.889,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,5,5130,1139,559,0,1
0,0,1,1,14.634,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5121,1314,385,0,1
0,0,4,6,12.36,2,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,2,1,2,1,2,1,2,0,0,0,1,0,0,0,0,0,2,0,5,5121,2262,698,0,1
1,0,1,2,3.731,1,0,0,3,3,4,0,1,0,0,2,1,0,0,0,0,6,4,6,4,6,4,5,0,0,2,0,0,0,0,0,4,5,1,5,5113,6273,884,0,0
2,0,1,10,9.184,5,0,0,2,4,3,0,2,0,0,4,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,5,5104,0,0,0,1
0,0,1,1,7.895,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5098,0,0,0,1
8,0,1,14,17.143,4,0,1,0,1,1,1,3,0,0,0,0,1,0,0,0,3,2,3,2,3,2,2,0,0,0,0,1,0,0,0,1,586,40,5,5044,1085487,822,0,1
0,0,4,6,12.5,3,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,47,10,5,5002,69303,239,0,1
0,0,1,6,25.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4990,68,188,0,1
0,0,1,1,11.628,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,5,4987,7677,5755,0,1
0,0,1,2,12.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4893,361,114,0,1
0,0,7,11,20.192,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,47,6,5,4889,69303,239,0,1
1,0,3,9,25.234,5,0,0,1,3,4,0,0,0,0,4,1,0,0,0,2,5,4,6,6,7,5,1,0,0,0,0,1,4,0,0,2,0,0,6,7043,177,2320,0,0
4,0,0,8,7.979,1,0,0,2,4,2,0,0,0,0,1,1,0,0,0,1,3,1,4,5,4,4,2,0,0,0,0,0,1,0,0,3,3,0,6,6903,23,88,0,1
0,0,4,10,25.592,5,0,0,1,3,4,0,0,0,0,4,1,0,0,0,2,6,4,7,6,8,5,2,0,0,0,0,1,4,0,0,2,0,0,6,6826,177,2320,0,0
0,0,3,7,8.0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,2,4,2,3,2,2,0,0,0,1,0,0,0,0,3,0,0,6,6628,969,943,0,1
0,0,3,6,5.455,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,6,6173,147,168,0,1
0,0,3,8,2.165,3,0,0,1,3,5,1,3,0,0,6,0,1,0,0,3,5,5,7,6,7,4,3,0,0,0,1,0,1,0,0,3,1,1,6,5590,1942,3847,1,0
2,0,0,9,1.896,3,0,0,1,4,5,0,1,0,0,5,0,0,0,0,2,8,9,13,11,12,8,4,1,0,0,0,0,2,0,0,3,0,0,6,5518,46,134,0,0
2,0,0,14,4.545,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,6,0,6,5124,4500,4980,0,1
1,0,3,9,10.87,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,2,5,2,5,2,4,0,0,2,0,0,0,0,0,3,0,0,6,4450,4500,4980,0,1
1,0,0,4,0.671,3,0,0,0,1,2,0,1,0,0,2,0,0,0,1,2,4,4,5,4,5,3,3,0,0,0,2,0,1,0,0,3,0,0,6,4221,1942,3847,1,0
1,0,0,7,3.871,4,0,0,3,3,3,0,1,0,0,5,0,0,0,0,2,2,2,3,2,3,1,2,0,0,0,0,0,2,0,0,1,9,0,6,3945,561,689,1,1
0,0,4,6,13.592,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,5,1,6,3708,1303,750,0,1
1,0,0,2,3.361,1,0,0,2,3,3,1,0,0,0,1,0,0,0,0,0,2,1,3,2,3,2,3,0,0,1,0,0,0,0,0,2,0,0,6,3367,115,444,1,1
0,0,7,14,8.182,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,6,2693,0,0,0,1
2,0,4,9,37.949,4,0,0,0,1,2,1,1,0,0,6,1,0,0,0,2,2,1,5,5,5,4,0,0,0,0,0,0,2,0,0,1,4,2,6,2540,177,2320,0,1
2,0,0,7,8.299,1,0,0,3,5,6,1,1,0,0,7,0,0,0,0,0,5,3,6,5,6,4,3,0,0,1,0,0,0,0,0,6,2,0,6,2319,6130,124,1,0
0,0,0,8,1.709,3,0,0,3,4,5,0,1,0,0,2,0,0,0,0,1,2,1,4,3,4,2,1,0,0,0,1,1,0,0,0,6,2,0,6,2257,107,153,1,1
1,0,0,4,18.182,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,6,2017,27,116,1,1
0,0,5,7,5.797,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1630,2273,7,0,1
2,0,0,7,2.62,1,0,0,1,3,3,0,2,0,0,4,1,0,0,0,2,3,3,4,3,4,3,3,0,0,0,0,0,1,0,0,2,0,0,6,1425,843,944,1,0
0,0,1,4,2.604,1,0,0,6,8,9,0,0,0,0,1,0,0,0,0,1,4,4,6,5,6,4,2,1,0,0,0,0,0,0,0,5,9,3,6,1294,447,494,1,0
3,0,0,8,3.546,2,0,0,0,1,2,0,0,0,0,3,0,0,0,0,1,3,2,3,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,6,1099,843,944,1,1
2,0,0,5,2.083,4,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,0,0,6,1092,407,447,1,1
0,0,1,5,1.304,1,0,0,0,1,1,1,0,0,0,2,2,0,0,0,1,3,2,4,3,4,3,4,0,0,1,0,0,1,0,0,5,2,1,6,1057,1535,1770,0,1
4,0,0,8,22.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,941,699,1008,0,1
2,0,3,9,3.046,2,0,0,2,4,4,0,0,0,0,4,0,0,0,0,1,6,2,6,2,6,2,5,0,0,0,2,0,1,0,0,3,1,0,6,708,4225,4883,0,0
1,0,0,7,7.368,3,0,0,4,6,5,1,0,0,0,4,0,0,0,0,0,3,3,4,2,4,2,2,0,0,0,0,0,1,0,0,4,0,0,6,208,3278,3416,1,0
2,0,0,7,3.261,3,0,0,0,2,5,0,0,0,0,4,2,0,0,0,3,3,6,7,6,6,3,2,0,0,0,0,0,1,0,0,3,27,2,6,198,843,944,1,0
3,0,0,6,3.922,2,0,0,2,1,2,0,0,0,0,3,1,0,0,0,0,3,1,3,1,3,1,3,0,0,1,0,0,1,0,0,3,0,0,5,86366,17589,8824,0,2
2,0,0,2,8.333,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,3,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,5,86334,1190,636,0,2
1,0,6,10,11.644,4,0,0,6,7,7,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,86257,1941,4995,1,2
1,0,0,6,3.846,1,0,0,1,1,1,0,0,0,0,3,1,0,0,0,2,4,2,4,3,4,3,4,0,0,1,0,0,2,0,0,4,0,0,5,86173,75,411,0,2
0,0,3,7,8.0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,3,1,2,1,2,0,0,0,1,0,0,0,0,3,0,0,5,86016,1094,490,0,2
1,0,1,6,9.5,1,0,0,1,2,2,0,1,0,0,4,0,0,0,0,1,3,2,3,3,3,3,2,0,0,0,0,0,0,0,0,6,0,0,5,85943,3278,3416,1,2
0,0,4,10,6.623,3,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,1,4,4,4,4,1,1,0,0,0,0,1,0,0,4,0,0,5,85800,0,0,0,2
0,0,2,7,1.25,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,3,3,4,3,4,2,3,1,0,0,0,0,2,0,0,1,0,0,5,85695,223,708,0,2
0,0,3,6,7.273,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,5,85412,3945,4253,0,2
0,0,4,15,9.283,6,0,0,1,1,2,0,0,0,0,4,1,0,0,0,2,4,3,5,4,5,3,2,0,0,1,0,1,0,0,0,2,15,7,5,85325,6130,124,0,2
2,0,0,8,1.796,2,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,4,0,7,3,7,3,5,0,0,1,1,0,1,0,0,1,0,0,5,85049,825,3094,0,2
0,0,3,5,7.692,3,0,0,2,2,2,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,1,5,84957,3945,4253,0,2
0,0,4,9,30.808,5,0,0,1,3,4,0,0,0,0,4,1,0,0,0,2,5,4,6,6,7,5,1,0,0,0,0,0,4,0,0,2,2,0,5,84923,177,2320,1,0
1,0,5,9,10.236,3,0,0,2,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,84741,1941,4995,1,2
1,0,3,9,26.19,5,0,0,1,4,4,0,0,0,0,4,1,0,0,0,2,5,4,6,6,7,5,1,0,0,0,0,0,4,0,0,3,0,0,5,84581,177,2320,1,0
9,0,3,21,20.779,5,0,0,1,4,4,0,0,0,0,4,1,0,0,0,2,6,5,7,7,8,6,2,0,0,0,0,0,4,0,0,4,10,5,5,84567,177,2320,1,0
0,0,3,7,5.376,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,3,2,3,1,1,0,0,1,0,0,1,0,0,2,5,0,5,84524,1684,510,1,2
0,0,3,5,8.571,3,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,2,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,5,84359,3945,4253,0,2
0,0,4,7,5.674,6,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,84308,3945,4253,0,2
0,0,3,6,9.091,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,60,27,5,84197,16169,9948,0,2
0,0,1,2,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,5,84082,561,224,1,2
0,0,1,2,6.25,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,5,83991,342,781,0,2
1,0,0,4,4.878,3,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,3,0,0,5,83988,425,194,1,2
2,0,0,3,7.971,1,0,0,1,3,3,0,1,0,0,2,0,0,0,0,1,3,4,5,5,5,4,4,1,1,0,2,0,0,0,0,4,2,0,5,83808,454,1967,1,2
0,0,1,2,7.258,3,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,2,1,2,1,2,1,2,0,0,1,0,1,0,0,0,1,28,4,5,83575,0,0,0,2
0,0,4,10,4.803,4,0,0,2,2,3,0,1,0,0,5,0,1,0,0,1,4,2,5,3,6,3,4,0,0,2,0,0,3,0,0,5,13,5,5,83545,580,1119,1,2
0,0,0,1,1.887,3,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,5,83338,0,0,0,2
0,0,0,1,5.426,1,0,0,1,3,2,0,0,0,0,1,0,0,0,0,1,5,2,6,5,6,5,3,2,0,0,1,0,0,0,0,1,51,17,5,82935,12159,5785,0,2
0,0,6,13,5.208,7,0,0,0,0,0,2,1,0,0,3,1,0,0,0,1,3,1,3,2,3,2,1,0,0,0,0,0,1,0,0,2,26,10,5,82920,1131974,1564,0,2
1,0,3,6,7.273,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5,82830,183,657,0,2
1,0,5,10,8.333,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,10,1,5,82774,372,211,1,2
3,0,3,10,3.627,3,0,0,2,6,4,0,0,0,0,1,2,0,0,0,0,4,3,5,3,4,3,5,0,0,0,0,0,0,0,0,2,7,1,5,82767,596,1705,0,2
